iter	Passed	Remaining
172	665	3180
173	668	3175
174	672	3170
175	675	3164
176	680	3163
177	684	3161
178	688	3158
179	692	3153
180	696	3151
181	700	3148
182	704	3143
183	707	3139
184	711	3136
185	715	3132
186	719	3127
187	723	3123
188	727	3122
189	731	3117
190	735	3113
191	739	3110
192	743	3109
193	747	3104
194	750	3099
195	754	3095
196	758	3092
197	762	3086
198	765	3081
199	769	3076
200	773	3073
201	777	3069
202	780	3065
203	784	3061
204	788	3058
205	792	3054
206	795	3049
207	800	3047
208	804	3045
209	808	3041
210	812	3037
211	816	3034
212	821	3033
213	825	3030
214	829	3027
215	833	3024
216	837	3022
217	841	3018
218	845	3013
219	848	3009
220	852	3005
221	856	3000
222	859	2995
223	863	2991
224	867	2988
225	871	2983
226	874	2979
227	878	2974
228	882	2970
229	886	2966
230	889	2961
231	893	2956
232	896	2951
233	900	2947
234	904	2943
235	907	2939
236	911	2935
237	915	2930
238	919	2926
239	922	2922
240	926	2917
241	930	2913
242	933	2909
243	937	2905
244	941	2900
245	945	2896
246	948	2892
247	952	2887
248	955	2883
249	959	2879
250	963	2875
251	967	2870
252	970	2865
253	974	2862
254	977	2857
255	981	2852
256	985	2848
257	988	2842
258	992	2840
259	997	2838
260	1001	2834
261	1005	2832
262	1010	2831
263	1014	2828
264	1017	2822
265	1021	2819
266	1025	2816
267	1029	2812
268	1033	2809
269	1037	2805
270	1041	2801
271	1045	2797
272	1049	2793
273	1052	2789
274	1056	2786
275	1060	2782
276	1064	2778
277	1067	2772
278	1071	2768
279	1074	2764
280	1078	2760
281	1082	2757
282	1086	2753
283	1090	2749
284	1094	2745
285	1097	2741
286	1101	2736
287	1105	2734
288	1109	2730
289	1113	2726
290	1117	2723
291	1121	2719
292	1125	2715
293	1129	2711
294	1133	2708
295	1137	2706
296	1141	2701
297	1145	2698
298	1149	2694
299	1154	2692
300	1157	2689
301	1161	2685
302	1165	2681
303	1170	2678
304	1174	2675
305	1177	2670
306	1180	2665
307	1184	2661
308	1188	2657
309	1192	2653
310	1197	2651
311	1201	2649
312	1205	2646
313	1209	2643
314	1215	2642
315	1219	2640
316	1223	2636
317	1227	2633
318	1233	2632
319	1237	2628
320	1240	2624
321	1245	2621
322	1248	2617
323	1252	2613
324	1256	2610
325	1260	2606
326	1264	2602
327	1268	2598
328	1271	2593
329	1275	2590
330	1280	2587
331	1284	2584
332	1288	2580
333	1292	2576
334	1296	2573
335	1300	2570
336	1304	2566
337	1309	2565
338	1313	2561
339	1317	2557
340	1321	2553
341	1326	2551
342	1329	2546
343	1333	2543
344	1337	2539
345	1342	2536
346	1345	2532
347	1349	2529
348	1353	2525
349	1358	2523
350	1362	2519
351	1366	2515
352	1370	2511
353	1375	2509
354	1377	2503
355	1382	2500
356	1386	2496
357	1389	2492
358	1393	2488
359	1397	2484
360	1402	2482
361	1406	2478
362	1410	2475
363	1416	2474
364	1421	2472
365	1426	2471
366	1430	2467
367	1435	2465
368	1439	2461
369	1443	2457
370	1446	2452
371	1450	2449
372	1455	2445
373	1458	2441
374	1462	2437
375	1466	2433
376	1469	2429
377	1473	2424
378	1477	2420
379	1480	2416
380	1484	2412
381	1488	2407
382	1491	2402
383	1495	2398
384	1499	2395
385	1503	2391
386	1507	2387
387	1511	2383
388	1515	2381
389	1519	2376
390	1523	2372
391	1526	2368
392	1531	2364
393	1534	2360
394	1538	2356
395	1541	2351
396	1546	2348
397	1550	2345
398	1554	2341
399	1557	2336
400	1561	2333
401	1565	2329
402	1569	2324
403	1573	2320
404	1577	2317
405	1582	2314
406	1586	2311
407	1590	2308
408	1594	2304
409	1598	2300
410	1602	2296
411	1606	2293
412	1610	2289
413	1614	2284
414	1618	2281
415	1623	2279
416	1628	2276
417	1632	2273
418	1637	2270
419	1642	2267
420	1646	2264
421	1650	2260
422	1654	2256
423	1658	2253
424	1662	2249
425	1666	2245
426	1670	2242
427	1674	2238
428	1678	2234
429	1682	2230
430	1686	2226
431	1690	2223
432	1694	2218
433	1698	2215
434	1702	2211
435	1706	2207
436	1710	2203
437	1714	2199
438	1718	2196
439	1722	2192
440	1726	2188
441	1730	2184
442	1734	2180
443	1738	2177
444	1742	2173
445	1746	2169
446	1750	2165
447	1753	2161
448	1757	2157
449	1761	2152
450	1764	2148
451	1769	2144
452	1773	2141
453	1776	2137
454	1781	2134
455	1785	2130
456	1790	2126
457	1793	2122
458	1797	2118
459	1801	2114
460	1804	2109
461	1808	2105
462	1811	2101
463	1815	2097
464	1819	2093
465	1822	2088
466	1828	2086
467	1832	2083
468	1838	2081
469	1842	2077
470	1847	2074
471	1850	2070
472	1854	2066
473	1858	2062
474	1862	2058
475	1866	2054
476	1870	2051
477	1874	2047
478	1879	2043
479	1883	2040
480	1887	2036
481	1891	2032
482	1895	2029
483	1899	2024
484	1903	2020
485	1907	2017
486	1911	2013
487	1915	2009
488	1919	2005
489	1924	2002
490	1927	1998
491	1932	1995
492	1935	1990
493	1940	1987
494	1943	1983
495	1947	1979
496	1951	1975
497	1956	1972
498	1960	1968
499	1964	1964
500	1968	1961
501	1973	1957
502	1977	1953
503	1980	1949
504	1984	1945
505	1989	1942
506	1993	1938
507	1996	1933
508	2000	1930
509	2004	1926
510	2008	1922
511	2012	1918
512	2015	1913
513	2018	1908
514	2022	1904
515	2026	1900
516	2031	1898
517	2036	1894
518	2040	1891
519	2045	1887
520	2049	1884
521	2054	1880
522	2058	1877
523	2062	1873
524	2066	1869
525	2070	1865
526	2074	1861
527	2079	1858
528	2083	1854
529	2087	1850
530	2091	1847
531	2095	1843
532	2100	1840
533	2104	1836
534	2108	1832
535	2112	1829
536	2116	1825
537	2120	1821
538	2124	1817
539	2129	1813
540	2133	1809
541	2136	1805
542	2141	1802
543	2144	1797
544	2149	1794
545	2153	1790
546	2157	1786
547	2161	1783
548	2165	1778
549	2169	1774
550	2173	1771
551	2177	1767
552	2181	1763
553	2185	1759
554	2189	1755
555	2194	1752
556	2198	1748
557	2202	1744
558	2206	1740
559	2210	1736
560	2213	1732
561	2217	1728
562	2221	1724
563	2225	1720
564	2229	1716
565	2233	1712
566	2240	1710
567	2244	1707
568	2248	1703
569	2255	1701
570	2259	1697
571	2263	1693
572	2269	1691
573	2273	1686
574	2277	1683
575	2281	1679
576	2285	1675
577	2289	1671
578	2293	1667
579	2298	1664
580	2302	1660
581	2305	1656
582	2309	1652
583	2313	1648
584	2317	1644
585	2321	1640
586	2325	1636
587	2329	1632
588	2333	1628
589	2337	1624
590	2342	1620
591	2346	1617
592	2350	1613
593	2354	1609
594	2357	1604
595	2361	1600
596	2365	1596
597	2369	1592
598	2373	1588
599	2378	1585
600	2382	1581
601	2386	1577
602	2390	1573
603	2396	1570
604	2400	1567
605	2403	1562
606	2408	1559
607	2412	1555
608	2416	1551
609	2421	1548
610	2425	1544
611	2429	1540
612	2435	1537
613	2440	1533
614	2445	1530
615	2449	1527
616	2453	1523
617	2459	1520
618	2463	1516
619	2466	1511
620	2472	1508
621	2475	1504
622	2479	1500
623	2483	1496
624	2488	1492
625	2492	1489
626	2496	1484
627	2499	1480
628	2502	1476
629	2506	1472
630	2510	1468
631	2514	1464
632	2518	1460
633	2522	1456
634	2525	1451
635	2529	1447
636	2533	1443
637	2537	1439
638	2541	1435
639	2545	1431
640	2548	1427
641	2553	1423
642	2556	1419
643	2560	1415
644	2564	1411
645	2568	1407
646	2572	1403
647	2576	1399
648	2580	1395
649	2584	1391
650	2587	1387
651	2591	1383
652	2596	1379
653	2600	1375
654	2603	1371
655	2606	1366
656	2610	1362
657	2614	1358
658	2617	1354
659	2621	1350
660	2624	1346
661	2628	1342
662	2633	1338
663	2637	1334
664	2642	1330
665	2647	1327
666	2651	1323
667	2656	1320
668	2660	1316
669	2663	1312
670	2667	1307
671	2671	1303
672	2675	1299
673	2679	1295
674	2683	1292
675	2687	1287
676	2691	1283
677	2695	1280
678	2698	1275
679	2702	1271
680	2705	1267
681	2709	1263
682	2714	1259
683	2718	1255
684	2722	1251
685	2726	1248
686	2731	1244
687	2735	1240
688	2739	1236
689	2742	1232
690	2746	1228
691	2750	1224
692	2754	1220
693	2758	1216
694	2762	1212
695	2766	1208
696	2770	1204
697	2774	1200
698	2778	1196
699	2781	1192
700	2785	1188
701	2789	1184
702	2793	1180
703	2796	1175
704	2800	1171
705	2805	1168
706	2809	1164
707	2812	1159
708	2815	1155
709	2819	1151
710	2823	1147
711	2826	1143
712	2830	1139
713	2834	1135
714	2838	1131
715	2843	1128
716	2847	1123
717	2853	1120
718	2856	1116
719	2860	1112
720	2864	1108
721	2867	1104
722	2871	1100
723	2875	1096
724	2878	1091
725	2883	1088
726	2886	1084
727	2890	1080
728	2894	1076
729	2898	1072
730	2903	1068
731	2907	1064
732	2911	1060
733	2915	1056
734	2919	1052
735	2922	1048
736	2926	1044
737	2931	1040
738	2934	1036
739	2938	1032
740	2942	1028
741	2946	1024
742	2950	1020
743	2954	1016
744	2959	1012
745	2963	1008
746	2966	1004
747	2970	1000
748	2974	996
749	2979	993
750	2983	989
751	2987	985
752	2992	981
753	2996	977
754	3000	973
755	3003	969
756	3008	965
757	3012	961
758	3016	957
759	3020	953
760	3024	949
761	3028	945
762	3032	942
763	3036	937
764	3040	934
765	3046	930
766	3049	926
767	3056	923
768	3060	919
769	3064	915
770	3068	911
771	3073	907
772	3077	903
773	3081	899
774	3085	895
775	3089	891
776	3093	887
777	3097	883
778	3101	879
779	3105	875
780	3109	871
781	3113	867
782	3117	863
783	3120	859
784	3124	855
785	3128	851
786	3132	847
787	3135	843
788	3139	839
789	3143	835
790	3147	831
791	3151	827
792	3155	823
793	3158	819
794	3162	815
795	3166	811
796	3170	807
797	3174	803
798	3178	799
799	3182	795
800	3186	791
801	3189	787
802	3193	783
803	3197	779
804	3202	775
805	3205	771
806	3209	767
807	3213	763
808	3216	759
809	3221	755
810	3224	751
811	3228	747
812	3232	743
813	3236	739
814	3239	735
815	3244	731
816	3250	728
817	3254	724
818	3259	720
819	3263	716
820	3267	712
821	3271	708
822	3275	704
823	3281	700
824	3285	697
825	3290	693
826	3294	689
827	3299	685
828	3303	681
829	3307	677
830	3311	673
831	3315	669
832	3319	665
833	3323	661
834	3327	657
835	3330	653
836	3334	649
837	3338	645
838	3342	641
839	3346	637
840	3349	633
841	3353	629
842	3357	625
843	3361	621
844	3365	617
845	3369	613
846	3373	609
847	3377	605
848	3381	601
849	3385	597
850	3389	593
851	3392	589
852	3395	585
853	3399	581
854	3403	577
855	3407	573
856	3410	569
857	3414	565
858	3418	561
859	3421	556
860	3425	552
861	3428	548
862	3432	544
863	3436	540
864	3439	536
865	3444	532
866	3448	529
867	3453	525
868	3457	521
869	3461	517
870	3466	513
871	3469	509
872	3474	505
873	3478	501
874	3481	497
875	3485	493
876	3489	489
877	3493	485
878	3497	481
879	3501	477
880	3505	473
881	3509	469
882	3513	465
883	3517	461
884	3521	457
885	3524	453
886	3528	449
887	3531	445
888	3535	441
889	3539	437
890	3543	433
891	3547	429
892	3550	425
893	3554	421
894	3558	417
895	3562	413
896	3566	409
897	3570	405
898	3574	401
899	3578	397
900	3582	393
901	3585	389
902	3589	385
903	3592	381
904	3596	377
905	3600	373
906	3604	369
907	3607	365
908	3610	361
909	3614	357
910	3618	353
911	3622	349
912	3626	345
913	3630	341
914	3635	337
915	3639	333
916	3643	329
917	3648	325
918	3652	321
919	3655	317
920	3659	313
921	3663	309
922	3667	305
923	3671	301
924	3675	297
925	3678	293
926	3682	289
927	3686	286
928	3691	282
929	3695	278
930	3699	274
931	3703	270
932	3706	266
933	3710	262
934	3714	258
935	3720	254
936	3724	250
937	3729	246
938	3732	242
939	3736	238
940	3739	234
941	3743	230
942	3746	226
943	3750	222
944	3754	218
945	3757	214
946	3761	210
947	3764	206
948	3768	202
949	3772	198
950	3775	194
951	3781	190
952	3785	186
953	3789	182
954	3793	178
955	3797	174
956	3801	170
957	3804	166
958	3808	162
959	3812	158
960	3815	154
961	3819	150
962	3822	146
963	3826	142
964	3829	138
965	3833	134
966	3836	130
967	3841	126
968	3848	123
969	3853	119
970	3857	115
971	3862	111
972	3866	107
973	3870	103
974	3874	99
975	3878	95
976	3882	91
977	3886	87
978	3889	83
979	3893	79
980	3897	75
981	3900	71
982	3904	67
983	3909	63
984	3912	59
985	3916	55
986	3920	51
987	3924	47
988	3927	43
989	3931	39
990	3934	35
991	3938	31
992	3941	27
993	3945	23
994	3948	19
995	3951	15
996	3955	11
997	3958	7
998	3962	3
999	3966	0
