iter	Logloss
371	0.01764659798
372	0.01763327569
373	0.01757276943
374	0.01748869617
375	0.0174730945
376	0.01740290713
377	0.01737135814
378	0.01732819292
379	0.01726197711
380	0.01716128603
381	0.0171204821
382	0.01708469641
383	0.01707075083
384	0.01703292869
385	0.01701415505
386	0.0169763107
387	0.01696882845
388	0.0169543859
389	0.01685673771
390	0.01685096985
391	0.01678758729
392	0.01677944011
393	0.01668664913
394	0.01656484534
395	0.01651944101
396	0.01647721836
397	0.01642750097
398	0.01636366587
399	0.01634345825
400	0.01628192891
401	0.01627553498
402	0.01614272022
403	0.01611158213
404	0.01608993775
405	0.01601659644
406	0.01588734095
407	0.0158414688
408	0.01576026628
409	0.01566336214
410	0.01560360827
411	0.01556253919
412	0.01555565802
413	0.01553395811
414	0.01547301458
415	0.01541583715
416	0.01538585957
417	0.01529212741
418	0.01526230114
419	0.01521136632
420	0.01516189048
421	0.01513466148
422	0.01509438505
423	0.01507107209
424	0.01500444537
425	0.0149928347
426	0.01498114629
427	0.01489926356
428	0.01487401549
429	0.01483638769
430	0.01482766025
431	0.01476575471
432	0.01474538606
433	0.01469544795
434	0.01465770355
435	0.01462643358
436	0.01458640841
437	0.01451842962
438	0.01451375425
439	0.0144877413
440	0.01446224612
441	0.01443850699
442	0.01443236016
443	0.01442748213
444	0.01439793905
445	0.01430522025
446	0.01424163363
447	0.01418616366
448	0.01413621583
449	0.01412477452
450	0.01406004405
451	0.01403719057
452	0.01402077682
453	0.01400719911
454	0.0139517569
455	0.01394166905
456	0.01390345267
457	0.01389799437
458	0.01388894904
459	0.01381567854
460	0.01375841504
461	0.01366094731
462	0.01362998274
463	0.01359782156
464	0.01357235138
465	0.01355181754
466	0.01354746701
467	0.01346067848
468	0.01342353377
469	0.01341707877
470	0.01340643704
471	0.01340217535
472	0.0133592253
473	0.01334741334
474	0.01331065454
475	0.01329109797
476	0.0132878205
477	0.01323446471
478	0.01322310113
479	0.01314577577
480	0.0131407381
481	0.01312656902
482	0.01304558167
483	0.01300122401
484	0.01297572884
485	0.01297173091
486	0.01294212119
487	0.01292537151
488	0.01289722493
489	0.01285212738
490	0.0128169858
491	0.01277061251
492	0.01275115173
493	0.01272802617
494	0.01272304957
495	0.01270399552
496	0.01266779615
497	0.01263499919
498	0.01262733371
499	0.01257981379
500	0.01254171124
501	0.01253093625
502	0.0124675537
503	0.0124348081
504	0.01241268758
505	0.01240806357
506	0.01232845329
507	0.01227026805
508	0.01222052428
509	0.01221133042
510	0.01212355907
511	0.01207716219
512	0.01207532286
513	0.01206805022
514	0.01201143223
515	0.0119836785
516	0.01193850877
517	0.01185193818
518	0.01182890979
519	0.01180189319
520	0.01179900162
521	0.01179207187
522	0.01176003285
523	0.01175360978
524	0.01175056135
525	0.01173091872
526	0.01170398679
527	0.01166002199
528	0.01163479473
529	0.01159801372
530	0.01153052912
531	0.01152469879
532	0.01151058316
533	0.01149249806
534	0.01147682143
535	0.0114725056
536	0.01144765593
537	0.01137812169
538	0.01137378781
539	0.01134545522
540	0.01131886756
541	0.01131545543
542	0.01130678074
543	0.01127070423
544	0.01124500847
545	0.01123726108
546	0.01123091158
547	0.01118668163
548	0.01118342845
549	0.01117073848
550	0.01115662076
551	0.01112997619
552	0.01110747739
553	0.01108127841
554	0.01107394956
555	0.01106316485
556	0.01101485159
557	0.01100777469
558	0.01099804638
559	0.01098443605
560	0.01097580092
561	0.01095586469
562	0.01092478559
563	0.0109150899
564	0.0108940931
565	0.0108907955
566	0.01088226865
567	0.01085119234
568	0.01084185549
569	0.01082741989
570	0.01081667543
571	0.0107929363
572	0.01074852242
573	0.01068423062
574	0.01064048861
575	0.01060136853
576	0.01054639275
577	0.0104865306
578	0.01044554481
579	0.01044406294
580	0.0104170026
581	0.0104090928
582	0.01036962845
583	0.01036179638
584	0.01035584945
585	0.01030486744
586	0.0102805772
587	0.01027572138
588	0.01021029682
589	0.01020239326
590	0.01018263471
591	0.0101537413
592	0.01014856897
593	0.01014461406
594	0.01014461129
595	0.01007580722
596	0.0100720071
597	0.01003463126
598	0.01000280811
599	0.009986703226
600	0.009961010934
601	0.009917274486
602	0.009895038744
603	0.009887750839
604	0.00988773904
605	0.009886430688
606	0.009879584222
607	0.009864334456
608	0.009839339721
609	0.009833825901
610	0.009808676385
611	0.009807695641
612	0.009797518257
613	0.009790425391
614	0.009777529965
615	0.009713745534
616	0.009667420144
617	0.009666458835
618	0.009662378997
619	0.009660845761
620	0.009654782224
621	0.009654757237
622	0.009652741611
623	0.009631406098
624	0.009627812815
625	0.009595020716
626	0.0095913608
627	0.009570786006
628	0.009570303616
629	0.009565735835
630	0.00952826282
631	0.009508650723
632	0.009505048416
633	0.009489909704
634	0.009489910398
635	0.00948992428
636	0.009477484868
637	0.009454430798
638	0.009448177082
639	0.009435360088
640	0.009431702254
641	0.009412260208
642	0.00941228936
643	0.009405576159
644	0.009400140771
645	0.009380956925
646	0.00935088495
647	0.009342635042
648	0.009320703309
649	0.009304081335
650	0.009296620604
651	0.009291578762
652	0.009287488513
653	0.009284789906
654	0.009284777412
655	0.009276322055
656	0.009261431132
657	0.009229909905
658	0.009229905741
659	0.009221024215
660	0.00918229421
661	0.00917753625
662	0.009175507436
663	0.009175507436
664	0.009170992406
665	0.009165917942
666	0.009123297584
667	0.009120167256
668	0.00910776602
669	0.00910480713
670	0.009075402172
671	0.00905599136
672	0.009036785998
673	0.009035203481
674	0.009029042079
675	0.009025339823
676	0.00902227821
677	0.008994278776
678	0.008994253789
679	0.008991233126
680	0.00899123035
681	0.008978061454
682	0.00897633665
683	0.008920407191
684	0.008906937756
685	0.008866111611
686	0.008825828935
687	0.008823715443
688	0.008810983128
689	0.008806081491
690	0.008800413584
691	0.008759851192
692	0.008732278621
693	0.008732270986
694	0.008712039764
695	0.008696175038
696	0.008681238999
697	0.008661923277
698	0.00860257475
699	0.008602573361
700	0.008587004316
701	0.008535846005
702	0.008506166883
703	0.008494874102
704	0.008494889372
705	0.00848838162
706	0.00848466826
707	0.008480695311
708	0.008476603673
709	0.008461535758
710	0.008460330824
711	0.008455279266
712	0.008451313258
713	0.008427134074
714	0.008424584001
715	0.008398362816
716	0.008398352405
717	0.008396501277
718	0.008396483925
719	0.008361963553
720	0.008361985763
721	0.008361434659
722	0.008361420777
723	0.00836055664
724	0.00835348182
725	0.008348918204
726	0.008343371762
727	0.008341100018
728	0.008291740084
729	0.008261464048
730	0.008254998636
731	0.008252027253
732	0.008245475081
733	0.008241057916
734	0.008222593838
735	0.008175827704
736	0.008172332286
737	0.008146356808
738	0.008146358196
739	0.008118226192
740	0.008100515196
741	0.008096013354
742	0.008049930895
743	0.008047246864
744	0.008040971631
745	0.008015903323
746	0.008004621647
747	0.007988776356
748	0.007972528494
749	0.007969482844
750	0.007914311327
751	0.007908250567
752	0.007903026875
753	0.007898809608
754	0.00789429319
755	0.007890142555
756	0.007858514439
757	0.00785334905
758	0.007809890236
759	0.007804956672
760	0.007804484694
761	0.007804471506
762	0.007761552691
763	0.007761551997
764	0.007737274253
765	0.007733075032
766	0.007733046575
767	0.007692474465
768	0.007691755392
769	0.007687907379
770	0.007686776712
771	0.00768252127
772	0.00767783966
773	0.007677823696
774	0.007663483877
775	0.007648695678
776	0.007644209105
777	0.007627748853
778	0.007626821554
779	0.007622277372
780	0.007617742214
781	0.007613645717
782	0.007609642229
783	0.007596637137
784	0.007596637831
785	0.007555639553
786	0.007524344598
787	0.007524318917
788	0.00751154218
789	0.007507277021
790	0.00749268039
791	0.007486920169
792	0.007483399765
793	0.007479177639
794	0.007464559491
795	0.007460269345
796	0.007438993523
797	0.007434937284
798	0.007395011369
799	0.007390869063
800	0.007384486941
801	0.007384479306
802	0.007376891557
803	0.007356470155
804	0.007352445844
805	0.007352445844
806	0.00735177258
807	0.007313164735
808	0.007313145994
809	0.00730912793
810	0.007308006287
811	0.007308021557
812	0.007271060777
813	0.007267250938
814	0.007267256491
815	0.007267231504
816	0.007263251614
817	0.007259334886
818	0.00723936117
819	0.007235530509
820	0.007224292561
821	0.007224280067
822	0.007223975363
823	0.007177432725
824	0.00717368466
825	0.007169882456
826	0.007168825363
827	0.007163421209
828	0.007158553583
829	0.007158571629
830	0.007145535998
831	0.007137389509
832	0.007102068161
833	0.007100639732
834	0.007082084728
835	0.0070812664
836	0.007077723785
837	0.007074240167
838	0.007050597512
839	0.007050591959
840	0.007038421853
841	0.007030599502
842	0.00700112583
843	0.006957931463
844	0.006952614069
845	0.006952585612
846	0.006952269109
847	0.006948772303
848	0.006943454215
849	0.00694269072
850	0.006939277205
851	0.006939259158
852	0.006935090477
853	0.006934576854
854	0.006933730069
855	0.006928563292
856	0.006924866589
857	0.006891628887
858	0.006887770463
859	0.006887766298
860	0.006880281273
861	0.006880263227
862	0.006878368372
863	0.006843137949
864	0.006820623184
865	0.006820612079
866	0.006812728649
867	0.006808603695
868	0.006804996529
869	0.006801460855
870	0.006797453896
871	0.006797451813
872	0.006793988324
873	0.006760153708
874	0.006760163425
875	0.00671558158
876	0.006712324928
877	0.006708868379
878	0.006706527227
879	0.006703355253
880	0.0066967538
881	0.006696767682
882	0.006691754298
883	0.006660586361
884	0.006656683515
885	0.006656661998
886	0.006656426009
887	0.006653381747
888	0.006621092167
889	0.006616137781
890	0.006615647062
891	0.006607484609
892	0.006607481833
893	0.006604277931
894	0.006600431306
895	0.00659697684
896	0.006592153635
897	0.006589238474
898	0.006589274566
899	0.006586210176
900	0.006586224752
901	0.006585790254
902	0.006582908408
903	0.006582915349
904	0.006582507921
905	0.006571449047
906	0.006568684502
907	0.006568687972
908	0.006568313166
909	0.006560587987
910	0.006557714471
911	0.006545416653
912	0.00652433587
913	0.006524298389
914	0.006518882435
915	0.006515943674
916	0.006512979233
917	0.006483334121
918	0.006483292476
919	0.006483298722
920	0.006483304275
921	0.006483309828
922	0.006475386141
923	0.006475388917
924	0.006475363236
925	0.006475374341
926	0.006475368094
927	0.006470775327
928	0.006470780879
929	0.006470777409
930	0.00647054836
931	0.006470542808
932	0.006470272808
933	0.006464008681
934	0.006464018398
935	0.006458415735
936	0.006458436558
937	0.006443154864
938	0.006443144453
939	0.006442882088
940	0.006442882782
941	0.006442870983
942	0.006442869595
943	0.006442858489
944	0.006438081789
945	0.006436402794
946	0.006436404876
947	0.006436399324
948	0.006433185011
949	0.006418248972
950	0.006418241337
951	0.006408302718
952	0.006407719686
953	0.006404596992
954	0.006400340162
955	0.006397609627
956	0.006397631144
957	0.006396114566
958	0.006393052952
959	0.006362454166
960	0.006362434037
961	0.006362243858
962	0.006362241776
963	0.006322830872
964	0.006318551137
965	0.006310429636
966	0.006310425471
967	0.006305101831
968	0.006305099054
969	0.006302490679
970	0.006299511661
971	0.006295467221
972	0.00629545681
973	0.006290397616
974	0.006290390675
975	0.006287916953
976	0.006287920423
977	0.006287906541
978	0.006268665086
979	0.006262761884
980	0.006262763272
981	0.006262462038
982	0.006255821023
983	0.006249251498
984	0.006228921715
985	0.006228905057
986	0.006225005682
987	0.006219083739
988	0.00621685017
989	0.006216832818
990	0.006216824489
991	0.006216624592
992	0.006216631533
993	0.006214220972
994	0.006214220972
995	0.00621422236
996	0.006211855526
997	0.006211834009
998	0.006211829151
999	0.006209528949
